geoRegion,datum,entries,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_phase5,timeframe_phase6,timeframe_vacc_info,timeframe_28d,timeframe_14d,sumTotal,offset_vacc_info,sumTotal_vacc_info,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
CH,202030,824,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34472,511575,0,1,100,8670300,9.5,397.59,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-30,109,1.25,15.2,0
CH,202031,1155,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35627,511575,0,1,100,8670300,13.32,410.91,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-31,331,3.82,40.2,0
CH,202032,1100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36727,511575,0,1,100,8670300,12.69,423.6,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-32,-55,-0.63,-4.8,0
CH,202033,1574,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38301,511575,0,1,100,8670300,18.15,441.75,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-33,474,5.46,43.1,0
CH,202034,1855,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40156,511575,0,1,100,8670300,21.39,463.14,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-34,281,3.24,17.9,0
CH,202035,2092,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42248,511575,0,1,100,8670300,24.13,487.27,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-35,237,2.74,12.8,0
CH,202036,2458,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44706,511575,0,1,100,8670300,28.35,515.62,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-36,366,4.22,17.5,0
CH,202037,2860,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47566,511575,0,1,100,8670300,32.99,548.61,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-37,402,4.64,16.4,0
CH,202038,2905,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50471,511575,0,1,100,8670300,33.51,582.11,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-38,45,0.52,1.6,0
CH,202039,2222,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52693,511575,0,1,100,8670300,25.63,607.74,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-39,-683,-7.88,-23.5,0
CH,202040,3460,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56153,511575,0,1,100,8670300,39.91,647.65,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-40,1238,14.28,55.7,0
CH,202041,8753,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64906,511575,0,1,100,8670300,100.95,748.6,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-41,5293,61.04,153,0
CH,202042,19481,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,84387,511575,0,1,100,8670300,224.69,973.29,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-42,10728,123.74,122.6,0
CH,202043,39678,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,124065,511575,0,1,100,8670300,457.63,1430.92,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-43,20197,232.94,103.7,0
CH,202044,55825,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,179890,511575,0,1,100,8670300,643.86,2074.78,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-44,16147,186.23,40.7,0
CH,202045,51196,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,231086,511575,0,1,100,8670300,590.48,2665.26,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-45,-4629,-53.38,-8.3,0
CH,202046,39591,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,270677,511575,0,1,100,8670300,456.63,3121.89,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-46,-11605,-133.85,-22.7,0
CH,202047,30113,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,300790,511575,0,1,100,8670300,347.31,3469.2,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-47,-9478,-109.32,-23.9,0
CH,202048,26178,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,326968,511575,0,1,100,8670300,301.93,3771.13,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-48,-3935,-45.38,-13.1,0
CH,202049,27277,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,354245,511575,0,1,100,8670300,314.6,4085.73,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-49,1099,12.67,4.2,0
CH,202050,30005,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,384250,511575,0,1,100,8670300,346.07,4431.8,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-50,2728,31.47,10,0
CH,202051,29261,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,413511,511575,0,1,100,8670300,337.49,4769.28,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-51,-744,-8.58,-2.5,0
CH,202052,23946,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,437457,511575,0,1,100,8670300,276.18,5045.47,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-52,-5315,-61.31,-18.2,0
CH,202053,23399,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,460856,511575,0,1,100,8670300,269.88,5315.34,COVID19Cases,,2022-05-03_06-06-15,isoweek,2020-53,-547,-6.3,-2.3,0
CH,202101,22034,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,482890,511575,0,1,100,8670300,254.13,5569.47,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-01,-1365,-15.75,-5.8,0
CH,202102,15199,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,498089,511575,0,1,100,8670300,175.3,5744.77,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-02,-6835,-78.83,-31,0
CH,202103,13486,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,511575,511575,0,1,100,8670300,155.54,5900.31,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-03,-1713,-19.76,-11.3,0
CH,202104,11518,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,523093,511575,11518,1,100,8670300,132.84,6033.16,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-04,-1968,-22.7,-14.6,0
CH,202105,10057,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,533150,511575,21575,1,100,8670300,115.99,6149.15,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-05,-1461,-16.85,-12.7,0
CH,202106,7865,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,541015,511575,29440,1,100,8670300,90.71,6239.86,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-06,-2192,-25.28,-21.8,0
CH,202107,6979,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,547994,511575,36419,1,100,8670300,80.49,6320.36,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-07,-886,-10.22,-11.3,0
CH,202108,7211,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,555205,511575,43630,1,100,8670300,83.17,6403.53,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-08,232,2.68,3.3,0
CH,202109,7581,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,562786,511575,51211,1,100,8670300,87.44,6490.96,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-09,370,4.27,5.1,0
CH,202110,8783,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,571569,511575,59994,1,100,8670300,101.3,6592.26,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-10,1202,13.86,15.9,0
CH,202111,10494,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,582063,511575,70488,1,100,8670300,121.03,6713.3,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-11,1711,19.73,19.5,0
CH,202112,12533,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,594596,511575,83021,1,100,8670300,144.55,6857.85,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-12,2039,23.52,19.4,0
CH,202113,12286,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,606882,511575,95307,1,100,8670300,141.7,6999.55,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-13,-247,-2.85,-2,0
CH,202114,14136,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,621018,511575,109443,1,100,8670300,163.04,7162.59,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-14,1850,21.34,15.1,0
CH,202115,14077,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,635095,511575,123520,1,100,8670300,162.36,7324.95,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-15,-59,-0.68,-0.4,0
CH,202116,14519,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,649614,511575,138039,1,100,8670300,167.46,7492.41,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-16,442,5.1,3.1,0
CH,202117,11867,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,661481,511575,149906,1,100,8670300,136.87,7629.27,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-17,-2652,-30.59,-18.3,0
CH,202118,10299,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,671780,511575,160205,1,100,8670300,118.78,7748.06,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-18,-1568,-18.09,-13.2,0
CH,202119,7839,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,679619,511575,168044,1,100,8670300,90.41,7838.47,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-19,-2460,-28.37,-23.9,0
CH,202120,7344,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,686963,511575,175388,1,100,8670300,84.7,7923.17,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-20,-495,-5.71,-6.3,0
CH,202121,5109,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,692072,511575,180497,1,100,8670300,58.93,7982.1,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-21,-2235,-25.77,-30.4,0
CH,202122,3516,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,695588,511575,184013,1,100,8670300,40.55,8022.65,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-22,-1593,-18.38,-31.2,0
CH,202123,2313,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,697901,511575,186326,1,100,8670300,26.68,8049.33,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-23,-1203,-13.87,-34.2,0
CH,202124,1238,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,699139,511575,187564,1,100,8670300,14.28,8063.61,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-24,-1075,-12.4,-46.5,0
CH,202125,744,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,699883,511575,188308,1,100,8670300,8.58,8072.19,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-25,-494,-5.7,-39.9,0
CH,202126,1026,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,700909,511575,189334,1,100,8670300,11.83,8084.02,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-26,282,3.25,37.9,0
CH,202127,2047,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,702956,511575,191381,1,100,8670300,23.61,8107.63,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-27,1021,11.78,99.5,0
CH,202128,3798,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,706754,511575,195179,1,100,8670300,43.8,8151.44,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-28,1751,20.19,85.5,0
CH,202129,4953,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,711707,511575,200132,1,100,8670300,57.13,8208.56,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-29,1155,13.33,30.4,0
CH,202130,5253,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,716960,511575,205385,1,100,8670300,60.59,8269.15,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-30,300,3.46,6.1,0
CH,202131,7622,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,724582,511575,213007,1,100,8670300,87.91,8357.06,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-31,2369,27.32,45.1,0
CH,202132,14140,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,738722,511575,227147,1,100,8670300,163.09,8520.14,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-32,6518,75.18,85.5,0
CH,202133,17952,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,756674,511575,245099,1,100,8670300,207.05,8727.2,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-33,3812,43.96,27,0
CH,202134,17884,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,774558,511575,262983,1,100,8670300,206.27,8933.46,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-34,-68,-0.78,-0.4,0
CH,202135,18765,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,793323,511575,281748,1,100,8670300,216.43,9149.89,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-35,881,10.16,4.9,0
CH,202136,18147,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,811470,511575,299895,1,100,8670300,209.3,9359.19,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-36,-618,-7.13,-3.3,0
CH,202137,12720,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,824190,511575,312615,1,100,8670300,146.71,9505.9,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-37,-5427,-62.59,-29.9,0
CH,202138,9327,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,833517,511575,321942,1,100,8670300,107.57,9613.47,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-38,-3393,-39.14,-26.7,0
CH,202139,7647,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,841164,511575,329589,1,100,8670300,88.2,9701.67,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-39,-1680,-19.37,-18,0
CH,202140,6369,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,847533,511575,335958,1,100,8670300,73.46,9775.13,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-40,-1278,-14.74,-16.7,0
CH,202141,6421,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,853954,511575,342379,1,100,8670300,74.06,9849.19,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-41,52,0.6,0.8,0
CH,202142,8695,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,862649,511575,351074,1,100,8670300,100.28,9949.47,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-42,2274,26.22,35.4,0
CH,202143,11537,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,874186,511575,362611,1,100,8670300,133.06,10082.53,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-43,2842,32.78,32.7,0
CH,202144,17226,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,891412,511575,379837,1,100,8670300,198.68,10281.21,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-44,5689,65.62,49.3,0
CH,202145,24881,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,916293,511575,404718,1,100,8670300,286.97,10568.18,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-45,7655,88.29,44.4,0
CH,202146,37744,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,954037,511575,442462,1,100,8670300,435.33,11003.51,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-46,12863,148.36,51.7,0
CH,202147,51105,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1005142,511575,493567,1,100,8670300,589.43,11592.93,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-47,13361,154.1,35.4,0
CH,202148,63079,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1068221,511575,556646,1,100,8670300,727.53,12320.46,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-48,11974,138.1,23.4,0
CH,202149,64310,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1132531,511575,620956,1,100,8670300,741.73,13062.19,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-49,1231,14.2,2,0
CH,202150,60576,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1193107,511575,681532,1,100,8670300,698.66,13760.85,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-50,-3734,-43.07,-5.8,0
CH,202151,67981,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1261088,511575,749513,1,100,8670300,784.07,14544.92,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-51,7405,85.41,12.2,0
CH,202152,112177,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1373265,511575,861690,1,100,8670300,1293.81,15838.73,COVID19Cases,,2022-05-03_06-06-15,isoweek,2021-52,44196,509.74,65,0
CH,202201,180844,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1554109,511575,1042534,1,100,8670300,2085.79,17924.51,COVID19Cases,,2022-05-03_06-06-15,isoweek,2022-01,68667,791.98,61.2,0
CH,202202,185355,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1739464,511575,1227889,1,100,8670300,2137.82,20062.33,COVID19Cases,,2022-05-03_06-06-15,isoweek,2022-02,4511,52.03,2.5,0
CH,202203,237463,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1976927,511575,1465352,1,100,8670300,2738.81,22801.14,COVID19Cases,,2022-05-03_06-06-15,isoweek,2022-03,52108,600.99,28.1,0
CH,202204,248467,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2225394,511575,1713819,1,100,8670300,2865.73,25666.86,COVID19Cases,,2022-05-03_06-06-15,isoweek,2022-04,11004,126.92,4.6,0
CH,202205,201676,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2427070,511575,1915495,1,100,8670300,2326.06,27992.92,COVID19Cases,,2022-05-03_06-06-15,isoweek,2022-05,-46791,-539.67,-18.8,0
CH,202206,151260,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2578330,511575,2066755,1,100,8670300,1744.58,29737.49,COVID19Cases,,2022-05-03_06-06-15,isoweek,2022-06,-50416,-581.48,-25,0
CH,202207,109824,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2688154,511575,2176579,1,100,8670300,1266.67,31004.16,COVID19Cases,,2022-05-03_06-06-15,isoweek,2022-07,-41436,-477.91,-27.4,0
