date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202126,AG,age,1208,indication,694072,50778,7.3,0.046,4.6,19.400000000000002,0.17,7.32,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202127,AG,age,867,indication,694072,51645,7.4,0.028,2.8000000000000003,17.7,0.12,7.44,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202128,AG,age,500,indication,694072,52145,7.5,0.02,2,16.400000000000002,0.07,7.51,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202129,AG,age,533,indication,694072,52678,7.6,0.036,3.5999999999999996,15.9,0.08,7.59,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202130,AG,age,464,indication,694072,53142,7.7,0.047,4.7,15.6,0.07,7.66,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202131,AG,age,607,indication,694072,53749,7.7,0.085,8.5,15.4,0.09,7.74,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202132,AG,age,803,indication,694072,54552,7.9,0.124,12.4,15.4,0.12,7.86,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202133,AG,age,717,indication,694072,55269,8,0.132,13.200000000000001,15.299999999999999,0.1,7.96,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202134,AG,age,642,indication,694072,55911,8.1,0.105,10.5,15.2,0.09,8.06,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202135,AG,age,493,indication,694072,56404,8.1,0.088,8.799999999999999,15.2,0.07,8.13,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202136,AG,age,574,indication,694072,56978,8.2,0.095,9.5,15.1,0.08,8.21,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202137,AG,age,681,indication,694072,57659,8.3,0.091,9.1,14.899999999999999,0.1,8.31,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202138,AG,age,983,indication,694072,58642,8.4,0.109,10.9,14.899999999999999,0.14,8.45,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202139,AG,age,1029,indication,694072,59671,8.6,0.106,10.6,14.7,0.15,8.6,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202140,AG,age,796,indication,694072,60467,8.7,0.08,8,14.6,0.11,8.71,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202141,AG,age,1120,indication,694072,61587,8.9,0.105,10.5,14.499999999999998,0.16,8.87,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202142,AG,age,1013,indication,694072,62600,9,0.128,12.8,14.499999999999998,0.15,9.02,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202143,AG,age,770,indication,694072,63370,9.1,0.134,13.4,14.399999999999999,0.11,9.13,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202144,AG,age,357,indication,694072,63727,9.2,0.097,9.700000000000001,14.399999999999999,0.05,9.18,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202145,AG,age,378,indication,694072,64105,9.2,0.127,12.7,14.399999999999999,0.05,9.24,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202146,AG,age,224,indication,694072,64329,9.3,0.087,8.7,14.399999999999999,0.03,9.27,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202147,AG,age,256,indication,694072,64585,9.3,0.104,10.4,14.299999999999999,0.04,9.31,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202148,AG,age,221,indication,694072,64806,9.3,0.088,8.799999999999999,14.299999999999999,0.03,9.34,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202149,AG,age,227,indication,694072,65033,9.4,0.073,7.3,14.299999999999999,0.03,9.37,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202150,AG,age,227,indication,694072,65260,9.4,0.078,7.8,14.2,0.03,9.4,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202151,AG,age,143,indication,694072,65403,9.4,0.081,8.1,14.2,0.02,9.42,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202152,AG,age,86,indication,694072,65489,9.4,0.049,4.9,14.2,0.01,9.44,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202201,AG,age,253,indication,694072,65742,9.5,0.08,8,14.099999999999998,0.04,9.47,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202202,AG,age,199,indication,694072,65941,9.5,0.079,7.9,14.099999999999998,0.03,9.5,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202203,AG,age,142,indication,694072,66083,9.5,0.097,9.700000000000001,14.099999999999998,0.02,9.52,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202204,AG,age,74,indication,694072,66157,9.5,0.057,5.7,14.000000000000002,0.01,9.53,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202205,AG,age,60,indication,694072,66217,9.5,0.034,3.4000000000000004,14.000000000000002,0.01,9.54,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202206,AG,age,74,indication,694072,66291,9.6,0.043,4.3,14.000000000000002,0.01,9.55,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202207,AG,age,41,indication,694072,66332,9.6,0.032,3.2,13.900000000000002,0.01,9.56,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202208,AG,age,48,indication,694072,66380,9.6,0.051,5.1,13.900000000000002,0.01,9.56,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202209,AG,age,19,indication,694072,66399,9.6,0.057,5.7,13.900000000000002,0,9.57,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202210,AG,age,16,indication,694072,66415,9.6,0.076,7.6,13.900000000000002,0,9.57,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202211,AG,age,13,indication,694072,66428,9.6,0.095,9.5,13.900000000000002,0,9.57,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202212,AG,age,12,indication,694072,66440,9.6,0.079,7.9,13.900000000000002,0,9.57,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202213,AG,age,3,indication,694072,66443,9.6,0.032,3.2,13.900000000000002,0,9.57,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202214,AG,age,1,indication,694072,66444,9.6,0.014,1.4000000000000001,13.900000000000002,0,9.57,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202215,AG,age,3,indication,694072,66447,9.6,0.083,8.3,13.900000000000002,0,9.57,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202216,AG,age,3,indication,694072,66450,9.6,0.07,7.000000000000001,13.900000000000002,0,9.57,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202217,AG,age,1,indication,694072,66451,9.6,0.015,1.5,13.900000000000002,0,9.57,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202052,AG,chronic_disease,0,indication,694072,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202053,AG,chronic_disease,0,indication,694072,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202101,AG,chronic_disease,1,indication,694072,1,0,0.2,20,12.5,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202102,AG,chronic_disease,1,indication,694072,2,0,0.071,7.1,9.1,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202103,AG,chronic_disease,9,indication,694072,11,0,0.055,5.5,5.8999999999999995,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202104,AG,chronic_disease,140,indication,694072,151,0,0.146,14.6,13.100000000000001,0.02,0.02,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202105,AG,chronic_disease,422,indication,694072,573,0.1,0.163,16.3,15.299999999999999,0.06,0.08,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202106,AG,chronic_disease,401,indication,694072,974,0.1,0.157,15.7,15.5,0.06,0.14,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202107,AG,chronic_disease,976,indication,694072,1950,0.3,0.185,18.5,16.900000000000002,0.14,0.28,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202108,AG,chronic_disease,1452,indication,694072,3402,0.5,0.223,22.3,18.8,0.21,0.49,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202109,AG,chronic_disease,1591,indication,694072,4993,0.7,0.267,26.700000000000003,20.8,0.23,0.72,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202110,AG,chronic_disease,1242,indication,694072,6235,0.9,0.265,26.5,21.7,0.18,0.9,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202111,AG,chronic_disease,1501,indication,694072,7736,1.1,0.29,28.999999999999996,22.8,0.22,1.11,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202112,AG,chronic_disease,2538,indication,694072,10274,1.5,0.3,30,24.2,0.37,1.48,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202113,AG,chronic_disease,1852,indication,694072,12126,1.7,0.291,29.099999999999998,24.9,0.27,1.75,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202114,AG,chronic_disease,2934,indication,694072,15060,2.2,0.329,32.9,26.1,0.42,2.17,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202115,AG,chronic_disease,2159,indication,694072,17219,2.5,0.335,33.5,26.900000000000002,0.31,2.48,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202116,AG,chronic_disease,2970,indication,694072,20189,2.9,0.359,35.9,27.900000000000002,0.43,2.91,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202117,AG,chronic_disease,3184,indication,694072,23373,3.4,0.326,32.6,28.499999999999996,0.46,3.37,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202118,AG,chronic_disease,4053,indication,694072,27426,4,0.333,33.300000000000004,29.099999999999998,0.58,3.95,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202119,AG,chronic_disease,4202,indication,694072,31628,4.6,0.291,29.099999999999998,29.099999999999998,0.61,4.56,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202120,AG,chronic_disease,7576,indication,694072,39204,5.6,0.353,35.3,30.099999999999998,1.09,5.65,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202121,AG,chronic_disease,5193,indication,694072,44397,6.4,0.298,29.799999999999997,30.099999999999998,0.75,6.4,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202122,AG,chronic_disease,5845,indication,694072,50242,7.2,0.224,22.400000000000002,28.9,0.84,7.24,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202123,AG,chronic_disease,3613,indication,694072,53855,7.8,0.186,18.6,27.900000000000002,0.52,7.76,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202124,AG,chronic_disease,2548,indication,694072,56403,8.1,0.142,14.2,26.700000000000003,0.37,8.13,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202125,AG,chronic_disease,2078,indication,694072,58481,8.4,0.087,8.7,24.9,0.3,8.43,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202126,AG,chronic_disease,1538,indication,694072,60019,8.6,0.058,5.800000000000001,23,0.22,8.65,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202127,AG,chronic_disease,1406,indication,694072,61425,8.8,0.045,4.5,21,0.2,8.85,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202128,AG,chronic_disease,1213,indication,694072,62638,9,0.05,5,19.8,0.17,9.02,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202129,AG,chronic_disease,915,indication,694072,63553,9.2,0.062,6.2,19.2,0.13,9.16,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202130,AG,chronic_disease,571,indication,694072,64124,9.2,0.058,5.800000000000001,18.8,0.08,9.24,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202131,AG,chronic_disease,418,indication,694072,64542,9.3,0.059,5.8999999999999995,18.5,0.06,9.3,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202132,AG,chronic_disease,443,indication,694072,64985,9.4,0.068,6.800000000000001,18.3,0.06,9.36,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202133,AG,chronic_disease,372,indication,694072,65357,9.4,0.068,6.800000000000001,18.099999999999998,0.05,9.42,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202134,AG,chronic_disease,421,indication,694072,65778,9.5,0.069,6.9,17.9,0.06,9.48,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202135,AG,chronic_disease,409,indication,694072,66187,9.5,0.073,7.3,17.8,0.06,9.54,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202136,AG,chronic_disease,418,indication,694072,66605,9.6,0.069,6.9,17.599999999999998,0.06,9.6,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202137,AG,chronic_disease,461,indication,694072,67066,9.7,0.061,6.1,17.4,0.07,9.66,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202138,AG,chronic_disease,550,indication,694072,67616,9.7,0.061,6.1,17.1,0.08,9.74,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202139,AG,chronic_disease,661,indication,694072,68277,9.8,0.068,6.800000000000001,16.900000000000002,0.1,9.84,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202140,AG,chronic_disease,740,indication,694072,69017,9.9,0.074,7.3999999999999995,16.6,0.11,9.94,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202141,AG,chronic_disease,724,indication,694072,69741,10,0.068,6.800000000000001,16.400000000000002,0.1,10.05,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202142,AG,chronic_disease,535,indication,694072,70276,10.1,0.068,6.800000000000001,16.2,0.08,10.13,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202143,AG,chronic_disease,357,indication,694072,70633,10.2,0.062,6.2,16.1,0.05,10.18,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202144,AG,chronic_disease,246,indication,694072,70879,10.2,0.067,6.7,16,0.04,10.21,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202145,AG,chronic_disease,205,indication,694072,71084,10.2,0.069,6.9,16,0.03,10.24,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202146,AG,chronic_disease,215,indication,694072,71299,10.3,0.084,8.4,15.9,0.03,10.27,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202147,AG,chronic_disease,171,indication,694072,71470,10.3,0.069,6.9,15.9,0.02,10.3,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202148,AG,chronic_disease,226,indication,694072,71696,10.3,0.09,9,15.8,0.03,10.33,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202149,AG,chronic_disease,218,indication,694072,71914,10.4,0.07,7.000000000000001,15.8,0.03,10.36,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202150,AG,chronic_disease,205,indication,694072,72119,10.4,0.07,7.000000000000001,15.7,0.03,10.39,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202151,AG,chronic_disease,134,indication,694072,72253,10.4,0.075,7.5,15.7,0.02,10.41,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202152,AG,chronic_disease,170,indication,694072,72423,10.4,0.097,9.700000000000001,15.7,0.02,10.43,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202201,AG,chronic_disease,278,indication,694072,72701,10.5,0.088,8.799999999999999,15.6,0.04,10.47,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202202,AG,chronic_disease,186,indication,694072,72887,10.5,0.073,7.3,15.6,0.03,10.5,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202203,AG,chronic_disease,106,indication,694072,72993,10.5,0.072,7.199999999999999,15.5,0.02,10.52,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202204,AG,chronic_disease,97,indication,694072,73090,10.5,0.075,7.5,15.5,0.01,10.53,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202205,AG,chronic_disease,99,indication,694072,73189,10.5,0.056,5.6000000000000005,15.5,0.01,10.54,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202206,AG,chronic_disease,92,indication,694072,73281,10.6,0.054,5.4,15.4,0.01,10.56,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202207,AG,chronic_disease,52,indication,694072,73333,10.6,0.04,4,15.4,0.01,10.57,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202208,AG,chronic_disease,36,indication,694072,73369,10.6,0.038,3.8,15.4,0.01,10.57,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202209,AG,chronic_disease,17,indication,694072,73386,10.6,0.051,5.1,15.4,0,10.57,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202210,AG,chronic_disease,18,indication,694072,73404,10.6,0.086,8.6,15.4,0,10.58,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202211,AG,chronic_disease,10,indication,694072,73414,10.6,0.073,7.3,15.4,0,10.58,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202212,AG,chronic_disease,11,indication,694072,73425,10.6,0.073,7.3,15.4,0,10.58,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202213,AG,chronic_disease,4,indication,694072,73429,10.6,0.043,4.3,15.4,0,10.58,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202214,AG,chronic_disease,4,indication,694072,73433,10.6,0.054,5.4,15.4,0,10.58,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202215,AG,chronic_disease,1,indication,694072,73434,10.6,0.028,2.8000000000000003,15.4,0,10.58,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202216,AG,chronic_disease,2,indication,694072,73436,10.6,0.047,4.7,15.4,0,10.58,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202217,AG,chronic_disease,2,indication,694072,73438,10.6,0.031,3.1,15.4,0,10.58,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202052,AG,med_prof,0,indication,694072,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202053,AG,med_prof,2,indication,694072,2,0,0.667,66.7,66.7,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202101,AG,med_prof,0,indication,694072,2,0,0,0,25,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202102,AG,med_prof,9,indication,694072,11,0,0.643,64.3,50,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202103,AG,med_prof,144,indication,694072,155,0,0.873,87.3,82.89999999999999,0.02,0.02,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202104,AG,med_prof,160,indication,694072,315,0,0.166,16.6,27.400000000000002,0.02,0.05,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202105,AG,med_prof,336,indication,694072,651,0.1,0.13,13,17.4,0.05,0.09,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202106,AG,med_prof,369,indication,694072,1020,0.1,0.145,14.499999999999998,16.2,0.05,0.15,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202107,AG,med_prof,422,indication,694072,1442,0.2,0.08,8,12.5,0.06,0.21,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202108,AG,med_prof,841,indication,694072,2283,0.3,0.129,12.9,12.6,0.12,0.33,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202109,AG,med_prof,783,indication,694072,3066,0.4,0.131,13.100000000000001,12.7,0.11,0.44,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202110,AG,med_prof,1156,indication,694072,4222,0.6,0.246,24.6,14.7,0.17,0.61,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202111,AG,med_prof,983,indication,694072,5205,0.7,0.19,19,15.299999999999999,0.14,0.75,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202112,AG,med_prof,802,indication,694072,6007,0.9,0.095,9.5,14.2,0.12,0.87,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202113,AG,med_prof,462,indication,694072,6469,0.9,0.073,7.3,13.3,0.07,0.93,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202114,AG,med_prof,741,indication,694072,7210,1,0.083,8.3,12.5,0.11,1.04,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202115,AG,med_prof,531,indication,694072,7741,1.1,0.082,8.200000000000001,12.1,0.08,1.12,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202116,AG,med_prof,743,indication,694072,8484,1.2,0.09,9,11.700000000000001,0.11,1.22,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202117,AG,med_prof,609,indication,694072,9093,1.3,0.062,6.2,11.1,0.09,1.31,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202118,AG,med_prof,848,indication,694072,9941,1.4,0.07,7.000000000000001,10.5,0.12,1.43,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202119,AG,med_prof,3359,indication,694072,13300,1.9,0.233,23.3,12.2,0.48,1.92,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202120,AG,med_prof,3441,indication,694072,16741,2.4,0.16,16,12.9,0.5,2.41,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202121,AG,med_prof,1671,indication,694072,18412,2.7,0.096,9.6,12.5,0.24,2.65,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202122,AG,med_prof,1782,indication,694072,20194,2.9,0.068,6.800000000000001,11.600000000000001,0.26,2.91,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202123,AG,med_prof,1305,indication,694072,21499,3.1,0.067,6.7,11.1,0.19,3.1,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202124,AG,med_prof,1136,indication,694072,22635,3.3,0.063,6.3,10.7,0.16,3.26,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202125,AG,med_prof,917,indication,694072,23552,3.4,0.038,3.8,10,0.13,3.39,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202126,AG,med_prof,558,indication,694072,24110,3.5,0.021,2.1,9.2,0.08,3.47,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202127,AG,med_prof,523,indication,694072,24633,3.5,0.017,1.7000000000000002,8.4,0.08,3.55,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202128,AG,med_prof,317,indication,694072,24950,3.6,0.013,1.3,7.9,0.05,3.59,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202129,AG,med_prof,234,indication,694072,25184,3.6,0.016,1.6,7.6,0.03,3.63,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202130,AG,med_prof,232,indication,694072,25416,3.7,0.024,2.4,7.3999999999999995,0.03,3.66,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202131,AG,med_prof,156,indication,694072,25572,3.7,0.022,2.1999999999999997,7.3,0.02,3.68,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202132,AG,med_prof,136,indication,694072,25708,3.7,0.021,2.1,7.199999999999999,0.02,3.7,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202133,AG,med_prof,141,indication,694072,25849,3.7,0.026,2.6,7.199999999999999,0.02,3.72,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
