date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202116,AG,chronic_disease,12312,indication,694072,64033,NA,0.411,41.099999999999994,30.7,1.77,9.23,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202117,AG,chronic_disease,6387,indication,694072,70420,NA,0.256,25.6,30.2,0.92,10.15,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202118,AG,chronic_disease,9854,indication,694072,80274,NA,0.283,28.299999999999997,30,1.42,11.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202119,AG,chronic_disease,7808,indication,694072,88082,NA,0.238,23.799999999999997,29.299999999999997,1.12,12.69,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202120,AG,chronic_disease,10219,indication,694072,98301,NA,0.265,26.5,28.999999999999996,1.47,14.16,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202121,AG,chronic_disease,7523,indication,694072,105824,NA,0.184,18.4,27.800000000000004,1.08,15.25,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202122,AG,chronic_disease,7706,indication,694072,113530,NA,0.15,15,26.3,1.11,16.36,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202123,AG,chronic_disease,5646,indication,694072,119176,NA,0.113,11.3,24.7,0.81,17.17,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202124,AG,chronic_disease,4272,indication,694072,123448,NA,0.101,10.100000000000001,23.599999999999998,0.62,17.79,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202125,AG,chronic_disease,3148,indication,694072,126596,NA,0.087,8.7,22.6,0.45,18.24,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202126,AG,chronic_disease,2233,indication,694072,128829,NA,0.064,6.4,21.7,0.32,18.56,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202127,AG,chronic_disease,1805,indication,694072,130634,NA,0.05,5,20.7,0.26,18.82,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202128,AG,chronic_disease,1666,indication,694072,132300,NA,0.056,5.6000000000000005,20,0.24,19.06,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202129,AG,chronic_disease,1288,indication,694072,133588,NA,0.067,6.7,19.7,0.19,19.25,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202130,AG,chronic_disease,1033,indication,694072,134621,NA,0.07,7.000000000000001,19.400000000000002,0.15,19.4,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202131,AG,chronic_disease,836,indication,694072,135457,NA,0.065,6.5,19.2,0.12,19.52,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202132,AG,chronic_disease,861,indication,694072,136318,NA,0.077,7.7,19,0.12,19.64,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202133,AG,chronic_disease,924,indication,694072,137242,NA,0.076,7.6,18.8,0.13,19.77,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202134,AG,chronic_disease,1164,indication,694072,138406,NA,0.077,7.7,18.6,0.17,19.94,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202135,AG,chronic_disease,1209,indication,694072,139615,NA,0.081,8.1,18.4,0.17,20.12,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202136,AG,chronic_disease,1318,indication,694072,140933,NA,0.076,7.6,18.099999999999998,0.19,20.31,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202137,AG,chronic_disease,1408,indication,694072,142341,NA,0.073,7.3,17.9,0.2,20.51,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202138,AG,chronic_disease,1158,indication,694072,143499,NA,0.071,7.1,17.599999999999998,0.17,20.67,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202139,AG,chronic_disease,1060,indication,694072,144559,NA,0.072,7.199999999999999,17.5,0.15,20.83,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202140,AG,chronic_disease,1063,indication,694072,145622,NA,0.078,7.8,17.299999999999997,0.15,20.98,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202141,AG,chronic_disease,993,indication,694072,146615,NA,0.072,7.199999999999999,17.1,0.14,21.12,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202142,AG,chronic_disease,806,indication,694072,147421,NA,0.075,7.5,17,0.12,21.24,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202143,AG,chronic_disease,570,indication,694072,147991,NA,0.069,6.9,16.900000000000002,0.08,21.32,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202144,AG,chronic_disease,506,indication,694072,148497,NA,0.085,8.5,16.900000000000002,0.07,21.4,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202145,AG,chronic_disease,738,indication,694072,149235,NA,0.097,9.700000000000001,16.8,0.11,21.5,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202146,AG,chronic_disease,4729,indication,694072,153964,NA,0.193,19.3,16.900000000000002,0.68,22.18,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202147,AG,chronic_disease,5309,indication,694072,159273,NA,0.19,19,16.900000000000002,0.76,22.95,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202148,AG,chronic_disease,6818,indication,694072,166091,NA,0.211,21.099999999999998,17.1,0.98,23.93,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202149,AG,chronic_disease,6770,indication,694072,172861,NA,0.204,20.4,17.2,0.98,24.91,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202150,AG,chronic_disease,6128,indication,694072,178989,NA,0.172,17.2,17.2,0.88,25.79,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202151,AG,chronic_disease,3475,indication,694072,182464,NA,0.134,13.4,17.1,0.5,26.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202152,AG,chronic_disease,2825,indication,694072,185289,NA,0.116,11.600000000000001,17,0.41,26.7,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202201,AG,chronic_disease,4632,indication,694072,189921,NA,0.099,9.9,16.7,0.67,27.36,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202202,AG,chronic_disease,3744,indication,694072,193665,NA,0.102,10.2,16.5,0.54,27.9,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202203,AG,chronic_disease,2474,indication,694072,196139,NA,0.103,10.299999999999999,16.400000000000002,0.36,28.26,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202204,AG,chronic_disease,1821,indication,694072,197960,NA,0.104,10.4,16.3,0.26,28.52,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202205,AG,chronic_disease,949,indication,694072,198909,NA,0.099,9.9,16.2,0.14,28.66,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202206,AG,chronic_disease,605,indication,694072,199514,NA,0.1,10,16.2,0.09,28.75,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202207,AG,chronic_disease,301,indication,694072,199815,NA,0.08,8,16.2,0.04,28.79,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202208,AG,chronic_disease,201,indication,694072,200016,NA,0.082,8.200000000000001,16.2,0.03,28.82,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202209,AG,chronic_disease,127,indication,694072,200143,NA,0.098,9.8,16.1,0.02,28.84,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202210,AG,chronic_disease,123,indication,694072,200266,NA,0.114,11.4,16.1,0.02,28.85,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202211,AG,chronic_disease,111,indication,694072,200377,NA,0.111,11.1,16.1,0.02,28.87,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202212,AG,chronic_disease,151,indication,694072,200528,NA,0.12,12,16.1,0.02,28.89,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202213,AG,chronic_disease,91,indication,694072,200619,NA,0.09,9,16.1,0.01,28.9,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202214,AG,chronic_disease,74,indication,694072,200693,NA,0.096,9.6,16.1,0.01,28.92,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202215,AG,chronic_disease,73,indication,694072,200766,NA,0.132,13.200000000000001,16.1,0.01,28.93,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202216,AG,chronic_disease,110,indication,694072,200876,NA,0.141,14.099999999999998,16.1,0.02,28.94,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202217,AG,chronic_disease,96,indication,694072,200972,NA,0.125,12.5,16.1,0.01,28.96,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202052,AG,med_prof,0,indication,694072,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202053,AG,med_prof,229,indication,694072,229,NA,0.927,92.7,92.30000000000001,0.03,0.03,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202101,AG,med_prof,244,indication,694072,473,NA,0.096,9.6,17,0.04,0.07,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202102,AG,med_prof,703,indication,694072,1176,NA,0.201,20.1,18.7,0.1,0.17,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202103,AG,med_prof,790,indication,694072,1966,NA,0.128,12.8,15.8,0.11,0.28,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202104,AG,med_prof,1154,indication,694072,3120,NA,0.16,16,15.9,0.17,0.45,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202105,AG,med_prof,1382,indication,694072,4502,NA,0.159,15.9,15.9,0.2,0.65,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202106,AG,med_prof,2161,indication,694072,6663,NA,0.28,28.000000000000004,18.5,0.31,0.96,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202107,AG,med_prof,2076,indication,694072,8739,NA,0.187,18.7,18.5,0.3,1.26,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202108,AG,med_prof,1787,indication,694072,10526,NA,0.12,12,17,0.26,1.52,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202109,AG,med_prof,1570,indication,694072,12096,NA,0.114,11.4,16,0.23,1.74,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202110,AG,med_prof,2287,indication,694072,14383,NA,0.168,16.8,16.1,0.33,2.07,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202111,AG,med_prof,1944,indication,694072,16327,NA,0.184,18.4,16.3,0.28,2.35,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202112,AG,med_prof,1586,indication,694072,17913,NA,0.096,9.6,15.4,0.23,2.58,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202113,AG,med_prof,937,indication,694072,18850,NA,0.06,6,14.299999999999999,0.14,2.72,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202114,AG,med_prof,1549,indication,694072,20399,NA,0.074,7.3999999999999995,13.3,0.22,2.94,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202115,AG,med_prof,4956,indication,694072,25355,NA,0.197,19.7,14.2,0.71,3.65,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202116,AG,med_prof,3537,indication,694072,28892,NA,0.118,11.799999999999999,13.900000000000002,0.51,4.16,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202117,AG,med_prof,1917,indication,694072,30809,NA,0.077,7.7,13.200000000000001,0.28,4.44,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202118,AG,med_prof,2179,indication,694072,32988,NA,0.063,6.3,12.3,0.31,4.75,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202119,AG,med_prof,4748,indication,694072,37736,NA,0.145,14.499999999999998,12.5,0.68,5.44,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202120,AG,med_prof,4799,indication,694072,42535,NA,0.124,12.4,12.5,0.69,6.13,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202121,AG,med_prof,2517,indication,694072,45052,NA,0.061,6.1,11.799999999999999,0.36,6.49,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202122,AG,med_prof,2172,indication,694072,47224,NA,0.042,4.2,10.9,0.31,6.8,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202123,AG,med_prof,1721,indication,694072,48945,NA,0.034,3.4000000000000004,10.2,0.25,7.05,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202124,AG,med_prof,1470,indication,694072,50415,NA,0.035,3.5000000000000004,9.6,0.21,7.26,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202125,AG,med_prof,1212,indication,694072,51627,NA,0.034,3.4000000000000004,9.2,0.17,7.44,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202126,AG,med_prof,816,indication,694072,52443,NA,0.023,2.3,8.799999999999999,0.12,7.56,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202127,AG,med_prof,654,indication,694072,53097,NA,0.018,1.7999999999999998,8.4,0.09,7.65,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202128,AG,med_prof,455,indication,694072,53552,NA,0.015,1.5,8.1,0.07,7.72,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202129,AG,med_prof,363,indication,694072,53915,NA,0.019,1.9,7.9,0.05,7.77,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202130,AG,med_prof,356,indication,694072,54271,NA,0.024,2.4,7.8,0.05,7.82,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202131,AG,med_prof,329,indication,694072,54600,NA,0.026,2.6,7.7,0.05,7.87,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
