date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202126,AG,male,18635,sex,348814,289828,5.34,83.09,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.533,53.300000000000004
202127,AG,male,19402,sex,348814,309230,5.56,88.65,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.542,54.2
202128,AG,male,16312,sex,348814,325542,4.68,93.33,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.553,55.300000000000004
202129,AG,male,10243,sex,348814,335785,2.94,96.26,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.535,53.5
202130,AG,male,7671,sex,348814,343456,2.2,98.46,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.521,52.1
202131,AG,male,6576,sex,348814,350032,1.89,100.35,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.512,51.2
202132,AG,male,5788,sex,348814,355820,1.66,102.01,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.516,51.6
202133,AG,male,6087,sex,348814,361907,1.75,103.75,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.503,50.3
202134,AG,male,7584,sex,348814,369491,2.17,105.93,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.503,50.3
202135,AG,male,7545,sex,348814,377036,2.16,108.09,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.508,50.8
202136,AG,male,9025,sex,348814,386061,2.59,110.68,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.522,52.2
202137,AG,male,10183,sex,348814,396244,2.92,113.6,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.525,52.5
202138,AG,male,8229,sex,348814,404473,2.36,115.96,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.505,50.5
202139,AG,male,7484,sex,348814,411957,2.15,118.1,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.511,51.1
202140,AG,male,7107,sex,348814,419064,2.04,120.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.523,52.300000000000004
202141,AG,male,7246,sex,348814,426310,2.08,122.22,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.524,52.400000000000006
202142,AG,male,5646,sex,348814,431956,1.62,123.84,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.523,52.300000000000004
202143,AG,male,4293,sex,348814,436249,1.23,125.07,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.519,51.9
202144,AG,male,3235,sex,348814,439484,0.93,125.99,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.543,54.300000000000004
202145,AG,male,3780,sex,348814,443264,1.08,127.08,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.496,49.6
202146,AG,male,12252,sex,348814,455516,3.51,130.59,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.5,50
202147,AG,male,12916,sex,348814,468432,3.7,134.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.462,46.2
202148,AG,male,14839,sex,348814,483271,4.25,138.55,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.46,46
202149,AG,male,15523,sex,348814,498794,4.45,143,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.469,46.9
202150,AG,male,17080,sex,348814,515874,4.9,147.89,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.478,47.8
202151,AG,male,13319,sex,348814,529193,3.82,151.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.512,51.2
202152,AG,male,12222,sex,348814,541415,3.5,155.22,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.501,50.1
202201,AG,male,23897,sex,348814,565312,6.85,162.07,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.512,51.2
202202,AG,male,18651,sex,348814,583963,5.35,167.41,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.51,51
202203,AG,male,12163,sex,348814,596126,3.49,170.9,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.505,50.5
202204,AG,male,8681,sex,348814,604807,2.49,173.39,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.496,49.6
202205,AG,male,4829,sex,348814,609636,1.38,174.77,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.504,50.4
202206,AG,male,2997,sex,348814,612633,0.86,175.63,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.497,49.7
202207,AG,male,1862,sex,348814,614495,0.53,176.17,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.496,49.6
202208,AG,male,1215,sex,348814,615710,0.35,176.52,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.493,49.3
202209,AG,male,616,sex,348814,616326,0.18,176.69,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.475,47.5
202210,AG,male,507,sex,348814,616833,0.15,176.84,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.468,46.800000000000004
202211,AG,male,494,sex,348814,617327,0.14,176.98,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.494,49.4
202212,AG,male,608,sex,348814,617935,0.17,177.15,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.484,48.4
202213,AG,male,499,sex,348814,618434,0.14,177.3,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.495,49.5
202214,AG,male,390,sex,348814,618824,0.11,177.41,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.506,50.6
202215,AG,male,300,sex,348814,619124,0.09,177.49,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.543,54.300000000000004
202216,AG,male,415,sex,348814,619539,0.12,177.61,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.533,53.300000000000004
202217,AG,male,372,sex,348814,619911,0.11,177.72,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.484,48.4
202052,AG,female,1,sex,345258,1,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,1,100
202053,AG,female,168,sex,345258,169,0.05,0.05,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.68,68
202101,AG,female,1335,sex,345258,1504,0.39,0.44,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.528,52.800000000000004
202102,AG,female,1956,sex,345258,3460,0.57,1,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.558,55.800000000000004
202103,AG,female,3368,sex,345258,6828,0.98,1.98,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.545,54.50000000000001
202104,AG,female,4284,sex,345258,11112,1.24,3.22,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.596,59.599999999999994
202105,AG,female,5141,sex,345258,16253,1.49,4.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.592,59.199999999999996
202106,AG,female,4438,sex,345258,20691,1.29,5.99,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.575,57.49999999999999
202107,AG,female,6087,sex,345258,26778,1.76,7.76,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.547,54.7
202108,AG,female,8329,sex,345258,35107,2.41,10.17,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.559,55.900000000000006
202109,AG,female,7749,sex,345258,42856,2.24,12.41,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.564,56.39999999999999
202110,AG,female,7539,sex,345258,50395,2.18,14.6,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.554,55.400000000000006
202111,AG,female,5766,sex,345258,56161,1.67,16.27,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.545,54.50000000000001
202112,AG,female,8687,sex,345258,64848,2.52,18.78,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.528,52.800000000000004
202113,AG,female,8224,sex,345258,73072,2.38,21.16,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.523,52.300000000000004
202114,AG,female,11127,sex,345258,84199,3.22,24.39,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.532,53.2
202115,AG,female,14265,sex,345258,98464,4.13,28.52,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.566,56.599999999999994
202116,AG,female,15369,sex,345258,113833,4.45,32.97,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.513,51.300000000000004
202117,AG,female,13040,sex,345258,126873,3.78,36.75,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.522,52.2
202118,AG,female,17753,sex,345258,144626,5.14,41.89,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.51,51
202119,AG,female,18016,sex,345258,162642,5.22,47.11,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.55,55.00000000000001
202120,AG,female,20082,sex,345258,182724,5.82,52.92,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.52,52
202121,AG,female,20304,sex,345258,203028,5.88,58.8,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.496,49.6
202122,AG,female,24657,sex,345258,227685,7.14,65.95,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.48,48
202123,AG,female,23973,sex,345258,251658,6.94,72.89,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.48,48
202124,AG,female,19912,sex,345258,271570,5.77,78.66,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.47,47
202125,AG,female,17168,sex,345258,288738,4.97,83.63,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.477,47.699999999999996
202126,AG,female,16345,sex,345258,305083,4.73,88.36,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.467,46.7
202127,AG,female,16377,sex,345258,321460,4.74,93.11,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.458,45.800000000000004
202128,AG,female,13178,sex,345258,334638,3.82,96.92,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.447,44.7
202129,AG,female,8895,sex,345258,343533,2.58,99.5,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.465,46.5
202130,AG,female,7059,sex,345258,350592,2.04,101.54,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.479,47.9
202131,AG,female,6278,sex,345258,356870,1.82,103.36,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.488,48.8
202132,AG,female,5425,sex,345258,362295,1.57,104.93,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.484,48.4
202133,AG,female,6014,sex,345258,368309,1.74,106.68,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.497,49.7
202134,AG,female,7490,sex,345258,375799,2.17,108.85,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.497,49.7
202135,AG,female,7299,sex,345258,383098,2.11,110.96,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.492,49.2
202136,AG,female,8269,sex,345258,391367,2.4,113.35,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.478,47.8
202137,AG,female,9224,sex,345258,400591,2.67,116.03,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.475,47.5
202138,AG,female,8082,sex,345258,408673,2.34,118.37,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.495,49.5
202139,AG,female,7175,sex,345258,415848,2.08,120.45,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.489,48.9
202140,AG,female,6485,sex,345258,422333,1.88,122.32,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.477,47.699999999999996
202141,AG,female,6576,sex,345258,428909,1.9,124.23,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.476,47.599999999999994
202142,AG,female,5148,sex,345258,434057,1.49,125.72,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.477,47.699999999999996
202143,AG,female,3974,sex,345258,438031,1.15,126.87,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.481,48.1
202144,AG,female,2719,sex,345258,440750,0.79,127.66,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.457,45.7
202145,AG,female,3837,sex,345258,444587,1.11,128.77,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.504,50.4
202146,AG,female,12251,sex,345258,456838,3.55,132.32,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.5,50
202147,AG,female,15021,sex,345258,471859,4.35,136.67,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.538,53.800000000000004
202148,AG,female,17415,sex,345258,489274,5.04,141.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.54,54
202149,AG,female,17605,sex,345258,506879,5.1,146.81,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.531,53.1
202150,AG,female,18631,sex,345258,525510,5.4,152.21,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.522,52.2
202151,AG,female,12676,sex,345258,538186,3.67,155.88,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.488,48.8
202152,AG,female,12164,sex,345258,550350,3.52,159.4,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.499,49.9
202201,AG,female,22770,sex,345258,573120,6.6,166,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.488,48.8
202202,AG,female,17899,sex,345258,591019,5.18,171.18,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.49,49
202203,AG,female,11916,sex,345258,602935,3.45,174.63,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.495,49.5
202204,AG,female,8808,sex,345258,611743,2.55,177.18,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.504,50.4
202205,AG,female,4743,sex,345258,616486,1.37,178.56,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.496,49.6
202206,AG,female,3030,sex,345258,619516,0.88,179.44,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.503,50.3
202207,AG,female,1889,sex,345258,621405,0.55,179.98,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.504,50.4
202208,AG,female,1247,sex,345258,622652,0.36,180.34,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.506,50.6
202209,AG,female,680,sex,345258,623332,0.2,180.54,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.525,52.5
202210,AG,female,576,sex,345258,623908,0.17,180.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.532,53.2
202211,AG,female,506,sex,345258,624414,0.15,180.85,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.506,50.6
202212,AG,female,648,sex,345258,625062,0.19,181.04,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.516,51.6
202213,AG,female,509,sex,345258,625571,0.15,181.19,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.505,50.5
202214,AG,female,380,sex,345258,625951,0.11,181.3,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.494,49.4
202215,AG,female,252,sex,345258,626203,0.07,181.37,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.457,45.7
202216,AG,female,363,sex,345258,626566,0.11,181.48,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.467,46.7
202217,AG,female,397,sex,345258,626963,0.11,181.59,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.516,51.6
202052,AG,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202053,AG,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202101,AG,unknown,1,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202102,AG,unknown,1,sex,NA,2,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202103,AG,unknown,0,sex,NA,2,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202104,AG,unknown,0,sex,NA,2,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202105,AG,unknown,0,sex,NA,2,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202106,AG,unknown,1,sex,NA,3,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202107,AG,unknown,0,sex,NA,3,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202108,AG,unknown,0,sex,NA,3,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202109,AG,unknown,0,sex,NA,3,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202110,AG,unknown,1,sex,NA,4,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202111,AG,unknown,0,sex,NA,4,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202112,AG,unknown,1,sex,NA,5,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202113,AG,unknown,0,sex,NA,5,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202114,AG,unknown,1,sex,NA,6,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202115,AG,unknown,0,sex,NA,6,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202116,AG,unknown,1,sex,NA,7,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202117,AG,unknown,0,sex,NA,7,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202118,AG,unknown,0,sex,NA,7,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202119,AG,unknown,0,sex,NA,7,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202120,AG,unknown,1,sex,NA,8,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202121,AG,unknown,3,sex,NA,11,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202122,AG,unknown,0,sex,NA,11,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202123,AG,unknown,0,sex,NA,11,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202124,AG,unknown,1,sex,NA,12,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202125,AG,unknown,3,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202126,AG,unknown,0,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202127,AG,unknown,0,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202128,AG,unknown,0,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202129,AG,unknown,0,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202130,AG,unknown,0,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202131,AG,unknown,0,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202132,AG,unknown,0,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202133,AG,unknown,0,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202134,AG,unknown,0,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202135,AG,unknown,0,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202136,AG,unknown,0,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202137,AG,unknown,3,sex,NA,18,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202138,AG,unknown,0,sex,NA,18,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202139,AG,unknown,0,sex,NA,18,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202140,AG,unknown,0,sex,NA,18,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202141,AG,unknown,1,sex,NA,19,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202142,AG,unknown,0,sex,NA,19,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202143,AG,unknown,0,sex,NA,19,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202144,AG,unknown,0,sex,NA,19,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202145,AG,unknown,0,sex,NA,19,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202146,AG,unknown,0,sex,NA,19,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202147,AG,unknown,1,sex,NA,20,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202148,AG,unknown,0,sex,NA,20,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202149,AG,unknown,1,sex,NA,21,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202150,AG,unknown,2,sex,NA,23,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202151,AG,unknown,2,sex,NA,25,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202152,AG,unknown,2,sex,NA,27,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202201,AG,unknown,1,sex,NA,28,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202202,AG,unknown,0,sex,NA,28,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202203,AG,unknown,1,sex,NA,29,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202204,AG,unknown,0,sex,NA,29,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202205,AG,unknown,0,sex,NA,29,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202206,AG,unknown,0,sex,NA,29,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202207,AG,unknown,0,sex,NA,29,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202208,AG,unknown,1,sex,NA,30,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202209,AG,unknown,0,sex,NA,30,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202210,AG,unknown,0,sex,NA,30,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202211,AG,unknown,0,sex,NA,30,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202212,AG,unknown,0,sex,NA,30,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202213,AG,unknown,0,sex,NA,30,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
