date,altersklasse_covid19,vaccine,geoRegion,type,entries,pop,sumTotal,per100Persons,per100PersonsTotal,type_variant,version
202052,10 - 19,novavax,CHFL,COVID19AtLeastOneDosePersons,0,853375,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,10 - 19,novavax,CHFL,COVID19FullyVaccPersons,0,853375,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,10 - 19,novavax,CHFL,COVID19PartiallyVaccPersons,0,853375,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,10 - 19,novavax,CHFL,COVID19FirstBoosterPersons,0,853375,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,10 - 19,pfizer_biontech,CHFL,COVID19AtLeastOneDosePersons,11,853375,11,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,10 - 19,pfizer_biontech,CHFL,COVID19FullyVaccPersons,0,853375,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,10 - 19,pfizer_biontech,CHFL,COVID19PartiallyVaccPersons,11,853375,11,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,10 - 19,pfizer_biontech,CHFL,COVID19FirstBoosterPersons,0,853375,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,20 - 29,johnson_johnson,CHFL,COVID19AtLeastOneDosePersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,20 - 29,johnson_johnson,CHFL,COVID19FullyVaccPersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,20 - 29,johnson_johnson,CHFL,COVID19PartiallyVaccPersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,20 - 29,johnson_johnson,CHFL,COVID19FirstBoosterPersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,20 - 29,moderna,CHFL,COVID19AtLeastOneDosePersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,20 - 29,moderna,CHFL,COVID19FullyVaccPersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,20 - 29,moderna,CHFL,COVID19PartiallyVaccPersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,20 - 29,moderna,CHFL,COVID19FirstBoosterPersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,20 - 29,novavax,CHFL,COVID19AtLeastOneDosePersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,20 - 29,novavax,CHFL,COVID19FullyVaccPersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,20 - 29,novavax,CHFL,COVID19PartiallyVaccPersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,20 - 29,novavax,CHFL,COVID19FirstBoosterPersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,20 - 29,pfizer_biontech,CHFL,COVID19AtLeastOneDosePersons,58,1042617,58,0.01,0.01,altersklasse_covid19,2022-05-03_10-25-13
202052,20 - 29,pfizer_biontech,CHFL,COVID19FullyVaccPersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,20 - 29,pfizer_biontech,CHFL,COVID19PartiallyVaccPersons,58,1042617,58,0.01,0.01,altersklasse_covid19,2022-05-03_10-25-13
202052,20 - 29,pfizer_biontech,CHFL,COVID19FirstBoosterPersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,30 - 39,johnson_johnson,CHFL,COVID19AtLeastOneDosePersons,0,1248240,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,30 - 39,johnson_johnson,CHFL,COVID19FullyVaccPersons,0,1248240,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,30 - 39,johnson_johnson,CHFL,COVID19PartiallyVaccPersons,0,1248240,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,30 - 39,johnson_johnson,CHFL,COVID19FirstBoosterPersons,0,1248240,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,30 - 39,moderna,CHFL,COVID19AtLeastOneDosePersons,0,1248240,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,30 - 39,moderna,CHFL,COVID19FullyVaccPersons,0,1248240,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,30 - 39,moderna,CHFL,COVID19PartiallyVaccPersons,0,1248240,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,30 - 39,moderna,CHFL,COVID19FirstBoosterPersons,0,1248240,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,30 - 39,novavax,CHFL,COVID19AtLeastOneDosePersons,0,1248240,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,30 - 39,novavax,CHFL,COVID19FullyVaccPersons,0,1248240,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,30 - 39,novavax,CHFL,COVID19PartiallyVaccPersons,0,1248240,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,30 - 39,novavax,CHFL,COVID19FirstBoosterPersons,0,1248240,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,30 - 39,pfizer_biontech,CHFL,COVID19AtLeastOneDosePersons,71,1248240,71,0.01,0.01,altersklasse_covid19,2022-05-03_10-25-13
202052,30 - 39,pfizer_biontech,CHFL,COVID19FullyVaccPersons,0,1248240,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,30 - 39,pfizer_biontech,CHFL,COVID19PartiallyVaccPersons,71,1248240,71,0.01,0.01,altersklasse_covid19,2022-05-03_10-25-13
202052,30 - 39,pfizer_biontech,CHFL,COVID19FirstBoosterPersons,0,1248240,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,40 - 49,johnson_johnson,CHFL,COVID19AtLeastOneDosePersons,0,1206905,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,40 - 49,johnson_johnson,CHFL,COVID19FullyVaccPersons,0,1206905,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,40 - 49,johnson_johnson,CHFL,COVID19PartiallyVaccPersons,0,1206905,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,40 - 49,johnson_johnson,CHFL,COVID19FirstBoosterPersons,0,1206905,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,40 - 49,moderna,CHFL,COVID19AtLeastOneDosePersons,1,1206905,1,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,40 - 49,moderna,CHFL,COVID19FullyVaccPersons,0,1206905,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,40 - 49,moderna,CHFL,COVID19PartiallyVaccPersons,1,1206905,1,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,40 - 49,moderna,CHFL,COVID19FirstBoosterPersons,0,1206905,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,40 - 49,novavax,CHFL,COVID19AtLeastOneDosePersons,0,1206905,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,40 - 49,novavax,CHFL,COVID19FullyVaccPersons,0,1206905,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,40 - 49,novavax,CHFL,COVID19PartiallyVaccPersons,0,1206905,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,40 - 49,novavax,CHFL,COVID19FirstBoosterPersons,0,1206905,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,40 - 49,pfizer_biontech,CHFL,COVID19AtLeastOneDosePersons,131,1206905,131,0.01,0.01,altersklasse_covid19,2022-05-03_10-25-13
202052,40 - 49,pfizer_biontech,CHFL,COVID19FullyVaccPersons,0,1206905,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,40 - 49,pfizer_biontech,CHFL,COVID19PartiallyVaccPersons,131,1206905,131,0.01,0.01,altersklasse_covid19,2022-05-03_10-25-13
202052,40 - 49,pfizer_biontech,CHFL,COVID19FirstBoosterPersons,0,1206905,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,50 - 59,johnson_johnson,CHFL,COVID19AtLeastOneDosePersons,0,1305543,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,50 - 59,johnson_johnson,CHFL,COVID19FullyVaccPersons,0,1305543,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,50 - 59,johnson_johnson,CHFL,COVID19PartiallyVaccPersons,0,1305543,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,50 - 59,johnson_johnson,CHFL,COVID19FirstBoosterPersons,0,1305543,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,50 - 59,moderna,CHFL,COVID19AtLeastOneDosePersons,0,1305543,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,50 - 59,moderna,CHFL,COVID19FullyVaccPersons,0,1305543,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,50 - 59,moderna,CHFL,COVID19PartiallyVaccPersons,0,1305543,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,50 - 59,moderna,CHFL,COVID19FirstBoosterPersons,0,1305543,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,50 - 59,novavax,CHFL,COVID19AtLeastOneDosePersons,0,1305543,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,50 - 59,novavax,CHFL,COVID19FullyVaccPersons,0,1305543,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,50 - 59,novavax,CHFL,COVID19PartiallyVaccPersons,0,1305543,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,50 - 59,novavax,CHFL,COVID19FirstBoosterPersons,0,1305543,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,50 - 59,pfizer_biontech,CHFL,COVID19AtLeastOneDosePersons,190,1305543,190,0.01,0.01,altersklasse_covid19,2022-05-03_10-25-13
202052,50 - 59,pfizer_biontech,CHFL,COVID19FullyVaccPersons,0,1305543,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,50 - 59,pfizer_biontech,CHFL,COVID19PartiallyVaccPersons,190,1305543,190,0.01,0.01,altersklasse_covid19,2022-05-03_10-25-13
202052,50 - 59,pfizer_biontech,CHFL,COVID19FirstBoosterPersons,0,1305543,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,60 - 69,johnson_johnson,CHFL,COVID19AtLeastOneDosePersons,0,972277,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,60 - 69,johnson_johnson,CHFL,COVID19FullyVaccPersons,0,972277,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,60 - 69,johnson_johnson,CHFL,COVID19PartiallyVaccPersons,0,972277,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,60 - 69,johnson_johnson,CHFL,COVID19FirstBoosterPersons,0,972277,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,60 - 69,moderna,CHFL,COVID19AtLeastOneDosePersons,0,972277,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,60 - 69,moderna,CHFL,COVID19FullyVaccPersons,0,972277,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,60 - 69,moderna,CHFL,COVID19PartiallyVaccPersons,0,972277,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,60 - 69,moderna,CHFL,COVID19FirstBoosterPersons,0,972277,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,60 - 69,novavax,CHFL,COVID19AtLeastOneDosePersons,0,972277,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,60 - 69,novavax,CHFL,COVID19FullyVaccPersons,0,972277,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,60 - 69,novavax,CHFL,COVID19PartiallyVaccPersons,0,972277,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,60 - 69,novavax,CHFL,COVID19FirstBoosterPersons,0,972277,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,60 - 69,pfizer_biontech,CHFL,COVID19AtLeastOneDosePersons,115,972277,115,0.01,0.01,altersklasse_covid19,2022-05-03_10-25-13
202052,60 - 69,pfizer_biontech,CHFL,COVID19FullyVaccPersons,0,972277,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,60 - 69,pfizer_biontech,CHFL,COVID19PartiallyVaccPersons,115,972277,115,0.01,0.01,altersklasse_covid19,2022-05-03_10-25-13
202052,60 - 69,pfizer_biontech,CHFL,COVID19FirstBoosterPersons,0,972277,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,70 - 79,johnson_johnson,CHFL,COVID19AtLeastOneDosePersons,0,739913,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,70 - 79,johnson_johnson,CHFL,COVID19FullyVaccPersons,0,739913,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,70 - 79,johnson_johnson,CHFL,COVID19PartiallyVaccPersons,0,739913,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,70 - 79,johnson_johnson,CHFL,COVID19FirstBoosterPersons,0,739913,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,70 - 79,moderna,CHFL,COVID19AtLeastOneDosePersons,1,739913,1,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,70 - 79,moderna,CHFL,COVID19FullyVaccPersons,0,739913,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,70 - 79,moderna,CHFL,COVID19PartiallyVaccPersons,1,739913,1,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,70 - 79,moderna,CHFL,COVID19FirstBoosterPersons,0,739913,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,70 - 79,novavax,CHFL,COVID19AtLeastOneDosePersons,0,739913,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,70 - 79,novavax,CHFL,COVID19FullyVaccPersons,0,739913,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,70 - 79,novavax,CHFL,COVID19PartiallyVaccPersons,0,739913,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,70 - 79,novavax,CHFL,COVID19FirstBoosterPersons,0,739913,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,70 - 79,pfizer_biontech,CHFL,COVID19AtLeastOneDosePersons,103,739913,103,0.01,0.01,altersklasse_covid19,2022-05-03_10-25-13
202052,70 - 79,pfizer_biontech,CHFL,COVID19FullyVaccPersons,0,739913,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,70 - 79,pfizer_biontech,CHFL,COVID19PartiallyVaccPersons,103,739913,103,0.01,0.01,altersklasse_covid19,2022-05-03_10-25-13
202052,70 - 79,pfizer_biontech,CHFL,COVID19FirstBoosterPersons,0,739913,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,80+,johnson_johnson,CHFL,COVID19AtLeastOneDosePersons,0,459898,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,80+,johnson_johnson,CHFL,COVID19FullyVaccPersons,0,459898,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,80+,johnson_johnson,CHFL,COVID19PartiallyVaccPersons,0,459898,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,80+,johnson_johnson,CHFL,COVID19FirstBoosterPersons,0,459898,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,80+,moderna,CHFL,COVID19AtLeastOneDosePersons,0,459898,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,80+,moderna,CHFL,COVID19FullyVaccPersons,0,459898,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,80+,moderna,CHFL,COVID19PartiallyVaccPersons,0,459898,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,80+,moderna,CHFL,COVID19FirstBoosterPersons,0,459898,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,80+,novavax,CHFL,COVID19AtLeastOneDosePersons,0,459898,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,80+,novavax,CHFL,COVID19FullyVaccPersons,0,459898,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,80+,novavax,CHFL,COVID19PartiallyVaccPersons,0,459898,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,80+,novavax,CHFL,COVID19FirstBoosterPersons,0,459898,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,80+,pfizer_biontech,CHFL,COVID19AtLeastOneDosePersons,424,459898,424,0.09,0.09,altersklasse_covid19,2022-05-03_10-25-13
202052,80+,pfizer_biontech,CHFL,COVID19FullyVaccPersons,0,459898,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202052,80+,pfizer_biontech,CHFL,COVID19PartiallyVaccPersons,424,459898,424,0.09,0.09,altersklasse_covid19,2022-05-03_10-25-13
202052,80+,pfizer_biontech,CHFL,COVID19FirstBoosterPersons,0,459898,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,0 - 9,johnson_johnson,CHFL,COVID19AtLeastOneDosePersons,0,880587,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,0 - 9,johnson_johnson,CHFL,COVID19FullyVaccPersons,0,880587,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,0 - 9,johnson_johnson,CHFL,COVID19PartiallyVaccPersons,0,880587,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,0 - 9,johnson_johnson,CHFL,COVID19FirstBoosterPersons,0,880587,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,0 - 9,moderna,CHFL,COVID19AtLeastOneDosePersons,0,880587,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,0 - 9,moderna,CHFL,COVID19FullyVaccPersons,0,880587,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,0 - 9,moderna,CHFL,COVID19PartiallyVaccPersons,0,880587,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,0 - 9,moderna,CHFL,COVID19FirstBoosterPersons,0,880587,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,0 - 9,novavax,CHFL,COVID19AtLeastOneDosePersons,0,880587,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,0 - 9,novavax,CHFL,COVID19FullyVaccPersons,0,880587,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,0 - 9,novavax,CHFL,COVID19PartiallyVaccPersons,0,880587,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,0 - 9,novavax,CHFL,COVID19FirstBoosterPersons,0,880587,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,0 - 9,pfizer_biontech,CHFL,COVID19AtLeastOneDosePersons,1,880587,2,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,0 - 9,pfizer_biontech,CHFL,COVID19FullyVaccPersons,0,880587,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,0 - 9,pfizer_biontech,CHFL,COVID19PartiallyVaccPersons,1,880587,2,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,0 - 9,pfizer_biontech,CHFL,COVID19FirstBoosterPersons,0,880587,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,10 - 19,johnson_johnson,CHFL,COVID19AtLeastOneDosePersons,0,853375,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,10 - 19,johnson_johnson,CHFL,COVID19FullyVaccPersons,0,853375,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,10 - 19,johnson_johnson,CHFL,COVID19PartiallyVaccPersons,0,853375,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,10 - 19,johnson_johnson,CHFL,COVID19FirstBoosterPersons,0,853375,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,10 - 19,moderna,CHFL,COVID19AtLeastOneDosePersons,0,853375,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,10 - 19,moderna,CHFL,COVID19FullyVaccPersons,0,853375,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,10 - 19,moderna,CHFL,COVID19PartiallyVaccPersons,0,853375,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,10 - 19,moderna,CHFL,COVID19FirstBoosterPersons,0,853375,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,10 - 19,novavax,CHFL,COVID19AtLeastOneDosePersons,0,853375,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,10 - 19,novavax,CHFL,COVID19FullyVaccPersons,0,853375,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,10 - 19,novavax,CHFL,COVID19PartiallyVaccPersons,0,853375,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,10 - 19,novavax,CHFL,COVID19FirstBoosterPersons,0,853375,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,10 - 19,pfizer_biontech,CHFL,COVID19AtLeastOneDosePersons,23,853375,34,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,10 - 19,pfizer_biontech,CHFL,COVID19FullyVaccPersons,0,853375,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,10 - 19,pfizer_biontech,CHFL,COVID19PartiallyVaccPersons,23,853375,34,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,10 - 19,pfizer_biontech,CHFL,COVID19FirstBoosterPersons,0,853375,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,20 - 29,johnson_johnson,CHFL,COVID19AtLeastOneDosePersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,20 - 29,johnson_johnson,CHFL,COVID19FullyVaccPersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,20 - 29,johnson_johnson,CHFL,COVID19PartiallyVaccPersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,20 - 29,johnson_johnson,CHFL,COVID19FirstBoosterPersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,20 - 29,moderna,CHFL,COVID19AtLeastOneDosePersons,1,1042617,1,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,20 - 29,moderna,CHFL,COVID19FullyVaccPersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,20 - 29,moderna,CHFL,COVID19PartiallyVaccPersons,1,1042617,1,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,20 - 29,moderna,CHFL,COVID19FirstBoosterPersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,20 - 29,novavax,CHFL,COVID19AtLeastOneDosePersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,20 - 29,novavax,CHFL,COVID19FullyVaccPersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,20 - 29,novavax,CHFL,COVID19PartiallyVaccPersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,20 - 29,novavax,CHFL,COVID19FirstBoosterPersons,0,1042617,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,20 - 29,pfizer_biontech,CHFL,COVID19AtLeastOneDosePersons,163,1042617,221,0.02,0.02,altersklasse_covid19,2022-05-03_10-25-13
202053,20 - 29,pfizer_biontech,CHFL,COVID19FullyVaccPersons,1,1042617,1,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,20 - 29,pfizer_biontech,CHFL,COVID19PartiallyVaccPersons,162,1042617,220,0.02,0.02,altersklasse_covid19,2022-05-03_10-25-13
202053,20 - 29,pfizer_biontech,CHFL,COVID19FirstBoosterPersons,1,1042617,1,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,30 - 39,johnson_johnson,CHFL,COVID19AtLeastOneDosePersons,0,1248240,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,30 - 39,johnson_johnson,CHFL,COVID19FullyVaccPersons,0,1248240,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,30 - 39,johnson_johnson,CHFL,COVID19PartiallyVaccPersons,0,1248240,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,30 - 39,johnson_johnson,CHFL,COVID19FirstBoosterPersons,0,1248240,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
202053,30 - 39,moderna,CHFL,COVID19AtLeastOneDosePersons,0,1248240,0,0,0,altersklasse_covid19,2022-05-03_10-25-13
